User ID,Timestamp,Login Status,IP Address,Device Type,Location,Session Duration,Failed Attempts,Behavioral Score,Anomaly
689,2024-07-22 17:59:24.922933,Success,192.168.1.35,Mobile,Udaipur,614.4046172239878,0,55.29912038796854,0
481,2024-07-22 18:00:24.922933,Success,192.168.1.85,Mobile,Jaipur,62.915684802514726,0,73.46652017358473,0
908,2024-07-22 18:01:24.922933,Success,192.168.1.34,Mobile,Jaipur,107.66193803911155,0,73.71265768193163,0
110,2024-07-22 18:02:24.922933,Success,192.168.1.35,Mobile,Udaipur,1057.1892552312713,0,79.65091008633416,1
290,2024-07-22 18:03:24.922933,Success,192.168.1.35,Mobile,Udaipur,215.0904555372469,0,95.18227617603594,0
991,2024-07-22 18:04:24.922933,Success,192.168.1.45,Desktop,Kota,351.81004972575107,0,81.69762122964958,0
133,2024-07-22 18:05:24.922933,Success,192.168.1.12,Desktop,Kota,5.262509098622773,0,89.9621152305887,0
71,2024-07-22 18:06:24.922933,Success,192.168.1.85,Desktop,Udaipur,367.0023355050382,0,90.12729803951134,0
230,2024-07-22 18:07:24.922933,Success,192.168.1.35,Mobile,Jodhpur,218.28918313087644,0,74.90945241361605,0
71,2024-07-22 18:08:24.922933,Success,192.168.1.51,Mobile,Jodhpur,405.81676601351353,0,77.61682863256884,0
279,2024-07-22 18:09:24.922933,Success,192.168.1.69,Desktop,Jaipur,931.827580233104,0,91.80570331295661,1
750,2024-07-22 18:10:24.922933,Success,192.168.1.59,Desktop,Kota,440.5993485052284,0,93.31850057814479,0
134,2024-07-22 18:11:24.922933,Success,192.168.1.59,Mobile,Udaipur,120.57836997433178,0,90.8183275897849,0
259,2024-07-22 18:12:24.922933,Success,192.168.1.85,Desktop,Kota,637.9204695025416,0,84.74871446162157,0
96,2024-07-22 18:13:24.922933,Success,192.168.1.59,Desktop,Jaipur,683.8862317689844,0,86.07745405063918,0
251,2024-07-22 18:14:24.922933,Success,192.168.1.34,Mobile,Jodhpur,76.79960579924195,0,76.67788299213053,0
72,2024-07-22 18:15:24.922933,Success,192.168.1.45,Desktop,Jaipur,69.99885706150143,0,75.58692534579389,0
368,2024-07-22 18:16:24.922933,Success,192.168.1.85,Desktop,Kota,243.48409997793155,0,86.02099183370773,0
453,2024-07-22 18:17:24.922933,Success,192.168.1.45,Mobile,Jaipur,34.162997450989515,0,53.929197185871345,0
975,2024-07-22 18:18:24.922933,Success,192.168.1.45,Desktop,Kota,346.0730781408984,0,74.90457089286302,0
164,2024-07-22 18:19:24.922933,Success,192.168.1.18,Desktop,Jodhpur,84.15993094998139,0,81.62699208519393,0
861,2024-07-22 18:20:24.922933,Success,192.168.1.51,Desktop,Kota,234.95747685619997,0,67.86772250103698,0
604,2024-07-22 18:21:24.922933,Success,192.168.1.35,Desktop,Jodhpur,1092.7969072068486,0,66.13076023201295,1
155,2024-07-22 18:22:24.922933,Success,192.168.1.69,Mobile,Jodhpur,5.276055000763567,0,89.55739032004838,0
219,2024-07-22 18:23:24.922933,Success,192.168.1.51,Desktop,Udaipur,312.16608970205436,0,77.98973034720419,0
135,2024-07-22 18:24:24.922933,Success,192.168.1.85,Mobile,Jaipur,550.4312752194588,0,91.7187033889009,0
405,2024-07-22 18:25:24.922933,Success,192.168.1.74,Desktop,Udaipur,353.85164055653485,0,62.56808031420705,0
812,2024-07-22 18:26:24.922933,Success,192.168.1.51,Desktop,Jaipur,525.1051156600802,0,80.82738298866957,0
800,2024-07-22 18:27:24.922933,Success,192.168.1.85,Mobile,Udaipur,480.846449256257,0,94.89555477831122,0
562,2024-07-22 18:28:24.922933,Success,192.168.1.34,Desktop,Jaipur,433.1205659823847,0,71.61069647614093,0
342,2024-07-22 18:29:24.922933,Success,192.168.1.35,Desktop,Jaipur,48.03731422324653,0,69.16040691127202,0
107,2024-07-22 18:30:24.922933,Success,192.168.1.18,Mobile,Udaipur,102.69101547322693,0,87.78636289804903,0
938,2024-07-22 18:31:24.922933,Success,192.168.1.74,Desktop,Jodhpur,661.0686745391336,0,86.9959302925627,0
321,2024-07-22 18:32:24.922933,Fail,192.168.1.74,Desktop,Kota,0.0,2,54.10182505440055,1
508,2024-07-22 18:33:24.922933,Success,192.168.1.51,Mobile,Jaipur,11.299940719847362,0,104.4109828837088,0
519,2024-07-22 18:34:24.922933,Success,192.168.1.35,Desktop,Kota,529.0445735953933,0,87.10173131560947,0
148,2024-07-22 18:35:24.922933,Success,192.168.1.74,Desktop,Udaipur,430.6940959376944,0,84.89436585887542,0
643,2024-07-22 18:36:24.922933,Success,192.168.1.59,Mobile,Kota,235.984061185192,0,66.70992383797942,0
80,2024-07-22 18:37:24.922933,Success,192.168.1.74,Desktop,Udaipur,204.46867735724098,0,91.91540737754976,0
415,2024-07-22 18:38:24.922933,Success,192.168.1.35,Mobile,Jaipur,356.0878724268358,0,82.5068370193431,0
106,2024-07-22 18:39:24.922933,Success,192.168.1.18,Mobile,Jaipur,22.927184413764586,0,85.06679126442882,0
420,2024-07-22 18:40:24.922933,Success,192.168.1.51,Mobile,Jodhpur,32.91236461812887,0,95.33575822342387,0
500,2024-07-22 18:41:24.922933,Success,192.168.1.51,Mobile,Udaipur,330.17424020333436,0,70.47411860208666,0
27,2024-07-22 18:42:24.922933,Success,192.168.1.85,Desktop,Jaipur,171.21529252997232,0,78.18225675992363,0
573,2024-07-22 18:43:24.922933,Success,192.168.1.85,Desktop,Kota,134.01030767421776,0,85.91241088953358,0
372,2024-07-22 18:44:24.922933,Success,192.168.1.59,Desktop,Jodhpur,615.5916931215542,0,69.24423501386586,0
835,2024-07-22 18:45:24.922933,Success,192.168.1.12,Mobile,Udaipur,199.07706749156364,0,69.36486495120438,0
973,2024-07-22 18:46:24.922933,Success,192.168.1.18,Desktop,Jaipur,138.64958953947638,0,101.56718239507295,0
993,2024-07-22 18:47:24.922933,Fail,192.168.1.69,Desktop,Jaipur,0.0,1,56.803859955998774,1
836,2024-07-22 18:48:24.922933,Success,192.168.1.74,Mobile,Jodhpur,62.39141285634185,0,93.94658983076718,0
131,2024-07-22 18:49:24.922933,Success,192.168.1.69,Desktop,Udaipur,190.12216139500939,0,81.27060532126889,0
779,2024-07-22 18:50:24.922933,Success,192.168.1.51,Desktop,Kota,363.63050642982824,0,98.2541526705179,0
623,2024-07-22 18:51:24.922933,Success,192.168.1.74,Mobile,Udaipur,191.7381147789264,0,69.80259826660637,0
948,2024-07-22 18:52:24.922933,Success,192.168.1.12,Mobile,Jaipur,34.57314214122643,0,67.3305795343503,0
1,2024-07-22 18:53:24.922933,Fail,192.168.1.45,Desktop,Udaipur,0.0,3,47.71771566886124,1
94,2024-07-22 18:54:24.922933,Success,192.168.1.12,Mobile,Udaipur,415.7455873288728,0,83.69768313592769,0
222,2024-07-22 18:55:24.922933,Fail,192.168.1.18,Mobile,Kota,0.0,2,53.085710128198556,1
607,2024-07-22 18:56:24.922933,Success,192.168.1.45,Mobile,Jodhpur,429.524600286945,0,88.95384267862306,0
1,2024-07-22 18:57:24.922933,Success,192.168.1.59,Mobile,Jodhpur,367.1851604669477,0,81.75870252084107,0
140,2024-07-22 18:58:24.922933,Success,192.168.1.85,Desktop,Kota,175.39614514018558,0,87.40212740180341,0
927,2024-07-22 18:59:24.922933,Success,192.168.1.85,Desktop,Jaipur,78.43943938606876,0,88.8932047376573,0
667,2024-07-22 19:00:24.922933,Success,192.168.1.34,Mobile,Jodhpur,52.24609236534865,0,58.075625003239466,0
584,2024-07-22 19:01:24.922933,Success,192.168.1.45,Mobile,Jaipur,398.1815899484467,0,70.76685448219902,0
52,2024-07-22 19:02:24.922933,Success,192.168.1.34,Mobile,Udaipur,324.9154147229693,0,81.87251295126839,0
157,2024-07-22 19:03:24.922933,Success,192.168.1.59,Desktop,Jaipur,6.058515898120556,0,82.44392707943001,0
153,2024-07-22 19:04:24.922933,Success,192.168.1.34,Desktop,Kota,135.42930281647142,0,65.35433445911849,0
92,2024-07-22 19:05:24.922933,Success,192.168.1.45,Mobile,Jaipur,496.58506438219507,0,85.06018217319733,0
175,2024-07-22 19:06:24.922933,Success,192.168.1.18,Desktop,Jodhpur,364.66954002578524,0,87.85839122586151,0
63,2024-07-22 19:07:24.922933,Success,192.168.1.74,Desktop,Kota,436.1703650349895,0,64.8294977732425,0
910,2024-07-22 19:08:24.922933,Success,192.168.1.12,Mobile,Kota,57.58572542465078,0,85.28651820378396,0
712,2024-07-22 19:09:24.922933,Success,192.168.1.34,Mobile,Kota,328.83781174595964,0,78.07896677086825,0
549,2024-07-22 19:10:24.922933,Success,192.168.1.85,Mobile,Jodhpur,584.3776144834763,0,86.43373841275992,0
741,2024-07-22 19:11:24.922933,Success,192.168.1.74,Mobile,Udaipur,251.3805385465721,0,72.92524956424046,0
129,2024-07-22 19:12:24.922933,Success,192.168.1.35,Mobile,Kota,568.4599166001242,0,80.45947674455404,0
187,2024-07-22 19:13:24.922933,Success,192.168.1.85,Mobile,Udaipur,28.95555680104737,0,79.61806695480335,0
812,2024-07-22 19:14:24.922933,Success,192.168.1.45,Desktop,Kota,270.53499581226595,0,82.51696392100084,0
705,2024-07-22 19:15:24.922933,Success,192.168.1.18,Mobile,Jaipur,339.40246631043914,0,92.83658676810975,0
404,2024-07-22 19:16:24.922933,Success,192.168.1.85,Mobile,Udaipur,25.70314592618395,0,69.8259309689403,0
827,2024-07-22 19:17:24.922933,Success,192.168.1.74,Mobile,Jaipur,263.5332076766125,0,66.29731864100486,0
46,2024-07-22 19:18:24.922933,Success,192.168.1.35,Mobile,Jodhpur,69.0462250257144,0,77.7913146643375,0
212,2024-07-22 19:19:24.922933,Success,192.168.1.51,Mobile,Jodhpur,527.7238162386294,0,101.39159330602858,0
386,2024-07-22 19:20:24.922933,Success,192.168.1.59,Mobile,Jaipur,96.80642379165644,0,71.74655132552844,0
702,2024-07-22 19:21:24.922933,Fail,192.168.1.51,Mobile,Udaipur,0.0,3,62.80739183633919,1
778,2024-07-22 19:22:24.922933,Fail,192.168.1.51,Mobile,Jaipur,0.0,0,43.490393026586496,1
798,2024-07-22 19:23:24.922933,Success,192.168.1.69,Mobile,Jaipur,159.7860603082431,0,64.48312031665466,0
309,2024-07-22 19:24:24.922933,Success,192.168.1.18,Desktop,Jodhpur,1907.828955996856,0,82.88798360115597,1
428,2024-07-22 19:25:24.922933,Success,192.168.1.51,Mobile,Udaipur,73.27899577795078,0,85.51854003465132,0
102,2024-07-22 19:26:24.922933,Success,192.168.1.35,Desktop,Udaipur,470.8595446089869,0,72.39606470126687,0
344,2024-07-22 19:27:24.922933,Success,10.10.10.7,Desktop,Jodhpur,148.74000432782216,0,74.82886399199245,1
289,2024-07-22 19:28:24.922933,Success,192.168.1.34,Mobile,Jodhpur,54.382557728635845,0,81.84502148541081,0
788,2024-07-22 19:29:24.922933,Success,192.168.1.74,Mobile,Udaipur,433.67101681103776,0,62.68843505017462,0
560,2024-07-22 19:30:24.922933,Success,192.168.1.85,Mobile,Kota,293.7390899491042,0,67.54542970281766,0
510,2024-07-22 19:31:24.922933,Success,192.168.1.12,Mobile,Andra Pradesh,240.48061572279084,0,67.0812426803583,1
198,2024-07-22 19:32:24.922933,Success,192.168.1.85,Mobile,Udaipur,389.336229269638,0,96.30569907040098,0
93,2024-07-22 19:33:24.922933,Success,192.168.1.51,Desktop,Kota,436.20269454177367,0,89.43218941282491,0
775,2024-07-22 19:34:24.922933,Success,192.168.1.74,Desktop,Jaipur,393.713301601562,0,67.49781390186098,0
834,2024-07-22 19:35:24.922933,Success,192.168.1.51,Desktop,Kota,37.60295887594054,0,88.30138631835004,0
165,2024-07-22 19:36:24.922933,Success,192.168.1.85,Mobile,Jaipur,457.475633700711,0,64.7109921590456,0
341,2024-07-22 19:37:24.922933,Success,192.168.1.34,Desktop,Kota,390.56062478286634,0,73.3201321077451,0
37,2024-07-22 19:38:24.922933,Success,192.168.1.51,Mobile,Udaipur,110.577465245327,0,78.88809168309704,0
301,2024-07-22 19:39:24.922933,Success,192.168.1.74,Desktop,Jodhpur,226.86359906321968,0,94.24772716158493,0
310,2024-07-22 19:40:24.922933,Success,192.168.1.59,Mobile,Jaipur,95.32268789513826,0,103.9668155032897,0
591,2024-07-22 19:41:24.922933,Success,192.168.1.85,Desktop,Andra Pradesh,345.89567033707334,0,76.36754230804152,1
5,2024-07-22 19:42:24.922933,Success,192.168.1.45,Mobile,Udaipur,122.01704606598676,0,83.68583405642882,0
343,2024-07-22 19:43:24.922933,Success,192.168.1.85,Mobile,Kota,402.4995866212494,0,67.49058351851941,0
812,2024-07-22 19:44:24.922933,Success,192.168.1.85,Mobile,Jaipur,173.9546553756614,0,84.09044467536792,0
276,2024-07-22 19:45:24.922933,Success,192.168.1.85,Mobile,Kota,96.92501607510343,0,81.365079170244,0
225,2024-07-22 19:46:24.922933,Success,192.168.1.51,Mobile,Udaipur,212.4285097208578,0,99.13321965914577,0
